M4id,category,Frequency,Horizon,SP
M5483,Macro,12,18,Monthly
M5484,Macro,12,18,Monthly
M5485,Macro,12,18,Monthly
M5486,Macro,12,18,Monthly
M5487,Macro,12,18,Monthly
M5488,Macro,12,18,Monthly
M5489,Macro,12,18,Monthly
M5490,Macro,12,18,Monthly
M5491,Macro,12,18,Monthly
M5492,Macro,12,18,Monthly
M5493,Macro,12,18,Monthly
M5494,Macro,12,18,Monthly
M5495,Macro,12,18,Monthly
M5496,Macro,12,18,Monthly
M5497,Macro,12,18,Monthly
M5498,Macro,12,18,Monthly
M5499,Macro,12,18,Monthly
M5500,Macro,12,18,Monthly
M5501,Macro,12,18,Monthly
M5502,Macro,12,18,Monthly
M5503,Macro,12,18,Monthly
M5504,Macro,12,18,Monthly
M5505,Macro,12,18,Monthly
M5506,Macro,12,18,Monthly
M5507,Macro,12,18,Monthly
M5508,Macro,12,18,Monthly
M5509,Macro,12,18,Monthly
M5510,Macro,12,18,Monthly
M5511,Macro,12,18,Monthly
M5512,Macro,12,18,Monthly
M5513,Macro,12,18,Monthly
M5514,Macro,12,18,Monthly
M5515,Macro,12,18,Monthly
M5516,Macro,12,18,Monthly
M5517,Macro,12,18,Monthly
M5518,Macro,12,18,Monthly
M5519,Macro,12,18,Monthly
M5520,Macro,12,18,Monthly
M5521,Macro,12,18,Monthly
M5522,Macro,12,18,Monthly
M5523,Macro,12,18,Monthly
M5524,Macro,12,18,Monthly
M5525,Macro,12,18,Monthly
M5526,Macro,12,18,Monthly
M5527,Macro,12,18,Monthly
M5528,Macro,12,18,Monthly
M5529,Macro,12,18,Monthly
M5530,Macro,12,18,Monthly
M5531,Macro,12,18,Monthly
M5532,Macro,12,18,Monthly
M5533,Macro,12,18,Monthly
M5534,Macro,12,18,Monthly
M5535,Macro,12,18,Monthly
M5536,Macro,12,18,Monthly
M5537,Macro,12,18,Monthly
M5538,Macro,12,18,Monthly
M5539,Macro,12,18,Monthly
M5540,Macro,12,18,Monthly
M5541,Macro,12,18,Monthly
M5542,Macro,12,18,Monthly
M5543,Macro,12,18,Monthly
M5544,Macro,12,18,Monthly
M5545,Macro,12,18,Monthly
M5546,Macro,12,18,Monthly
M5547,Macro,12,18,Monthly
M5548,Macro,12,18,Monthly
M5549,Macro,12,18,Monthly
M5550,Macro,12,18,Monthly
M5551,Macro,12,18,Monthly
M5552,Macro,12,18,Monthly
M5553,Macro,12,18,Monthly
M5554,Macro,12,18,Monthly
M5555,Macro,12,18,Monthly
M5556,Macro,12,18,Monthly
M5557,Macro,12,18,Monthly
M5558,Macro,12,18,Monthly
M5559,Macro,12,18,Monthly
M5560,Macro,12,18,Monthly
M5561,Macro,12,18,Monthly
M5562,Macro,12,18,Monthly
M5563,Macro,12,18,Monthly
M5564,Macro,12,18,Monthly
M5565,Macro,12,18,Monthly
M5566,Macro,12,18,Monthly
M5567,Macro,12,18,Monthly
M5568,Macro,12,18,Monthly
M5569,Macro,12,18,Monthly
M5570,Macro,12,18,Monthly
M5571,Macro,12,18,Monthly
M5572,Macro,12,18,Monthly
M5573,Macro,12,18,Monthly
M5574,Macro,12,18,Monthly
M5575,Macro,12,18,Monthly
M5576,Macro,12,18,Monthly
M5577,Macro,12,18,Monthly
M5578,Macro,12,18,Monthly
M5579,Macro,12,18,Monthly
M5580,Macro,12,18,Monthly
M5581,Macro,12,18,Monthly
M5582,Macro,12,18,Monthly
M5583,Macro,12,18,Monthly
M5584,Macro,12,18,Monthly
M5585,Macro,12,18,Monthly
M5586,Macro,12,18,Monthly
M5587,Macro,12,18,Monthly
M5588,Macro,12,18,Monthly
M5589,Macro,12,18,Monthly
M5590,Macro,12,18,Monthly
M5591,Macro,12,18,Monthly
M5592,Macro,12,18,Monthly
M5593,Macro,12,18,Monthly
M5594,Macro,12,18,Monthly
M5595,Macro,12,18,Monthly
M5596,Macro,12,18,Monthly
M5597,Macro,12,18,Monthly
M5598,Macro,12,18,Monthly
M5599,Macro,12,18,Monthly
M5600,Macro,12,18,Monthly
M5601,Macro,12,18,Monthly
M5602,Macro,12,18,Monthly
M5603,Macro,12,18,Monthly
M5604,Macro,12,18,Monthly
M5605,Macro,12,18,Monthly
M5606,Macro,12,18,Monthly
M5607,Macro,12,18,Monthly
M5608,Macro,12,18,Monthly
M5609,Macro,12,18,Monthly
M5610,Macro,12,18,Monthly
M5611,Macro,12,18,Monthly
M5612,Macro,12,18,Monthly
M5613,Macro,12,18,Monthly
M5614,Macro,12,18,Monthly
M5615,Macro,12,18,Monthly
M5616,Macro,12,18,Monthly
M5617,Macro,12,18,Monthly
M5618,Macro,12,18,Monthly
M5619,Macro,12,18,Monthly
M5620,Macro,12,18,Monthly
M5621,Macro,12,18,Monthly
M5622,Macro,12,18,Monthly
M5623,Macro,12,18,Monthly
M5624,Macro,12,18,Monthly
M5625,Macro,12,18,Monthly
M5626,Macro,12,18,Monthly
M5627,Macro,12,18,Monthly
M5628,Macro,12,18,Monthly
M5629,Macro,12,18,Monthly
M5630,Macro,12,18,Monthly
M5631,Macro,12,18,Monthly
M5632,Macro,12,18,Monthly
M5633,Macro,12,18,Monthly
M5634,Macro,12,18,Monthly
M5635,Macro,12,18,Monthly
M5636,Macro,12,18,Monthly
M5637,Macro,12,18,Monthly
M5638,Macro,12,18,Monthly
M5639,Macro,12,18,Monthly
M5640,Macro,12,18,Monthly
M5641,Macro,12,18,Monthly
M5642,Macro,12,18,Monthly
M5643,Macro,12,18,Monthly
M5644,Macro,12,18,Monthly
M5645,Macro,12,18,Monthly
M5646,Macro,12,18,Monthly
M5647,Macro,12,18,Monthly
M5648,Macro,12,18,Monthly
M5649,Macro,12,18,Monthly
M5650,Macro,12,18,Monthly
M5651,Macro,12,18,Monthly
M5652,Macro,12,18,Monthly
M5653,Macro,12,18,Monthly
M5654,Macro,12,18,Monthly
M5655,Macro,12,18,Monthly
M5656,Macro,12,18,Monthly
M5657,Macro,12,18,Monthly
M5658,Macro,12,18,Monthly
M5659,Macro,12,18,Monthly
M5660,Macro,12,18,Monthly
M5661,Macro,12,18,Monthly
M5662,Macro,12,18,Monthly
M5663,Macro,12,18,Monthly
M5664,Macro,12,18,Monthly
M5665,Macro,12,18,Monthly
M5666,Macro,12,18,Monthly
M5667,Macro,12,18,Monthly
M5668,Macro,12,18,Monthly
M5669,Macro,12,18,Monthly
M5670,Macro,12,18,Monthly
M5671,Macro,12,18,Monthly
M5672,Macro,12,18,Monthly
M5673,Macro,12,18,Monthly
M5674,Macro,12,18,Monthly
M5675,Macro,12,18,Monthly
M5676,Macro,12,18,Monthly
M5677,Macro,12,18,Monthly
M5678,Macro,12,18,Monthly
M5679,Macro,12,18,Monthly
M5680,Macro,12,18,Monthly
M5681,Macro,12,18,Monthly
M5682,Macro,12,18,Monthly
M5683,Macro,12,18,Monthly
M5684,Macro,12,18,Monthly
M5685,Macro,12,18,Monthly
M5686,Macro,12,18,Monthly
M5687,Macro,12,18,Monthly
M5688,Macro,12,18,Monthly
M5689,Macro,12,18,Monthly
M5690,Macro,12,18,Monthly
M5691,Macro,12,18,Monthly
M5692,Macro,12,18,Monthly
M5693,Macro,12,18,Monthly
M5694,Macro,12,18,Monthly
M5695,Macro,12,18,Monthly
M5696,Macro,12,18,Monthly
M5697,Macro,12,18,Monthly
M5698,Macro,12,18,Monthly
M5699,Macro,12,18,Monthly
M5700,Macro,12,18,Monthly
M5701,Macro,12,18,Monthly
M5702,Macro,12,18,Monthly
M5703,Macro,12,18,Monthly
M5704,Macro,12,18,Monthly
M5705,Macro,12,18,Monthly
M5706,Macro,12,18,Monthly
M5707,Macro,12,18,Monthly
M5708,Macro,12,18,Monthly
M5709,Macro,12,18,Monthly
M5710,Macro,12,18,Monthly
M5711,Macro,12,18,Monthly
M5712,Macro,12,18,Monthly
M5713,Macro,12,18,Monthly
M5714,Macro,12,18,Monthly
M5715,Macro,12,18,Monthly
M5716,Macro,12,18,Monthly
M5717,Macro,12,18,Monthly
M5718,Macro,12,18,Monthly
M5719,Macro,12,18,Monthly
M5720,Macro,12,18,Monthly
M5721,Macro,12,18,Monthly
M5722,Macro,12,18,Monthly
M5723,Macro,12,18,Monthly
M5724,Macro,12,18,Monthly
M5725,Macro,12,18,Monthly
M5726,Macro,12,18,Monthly
M5727,Macro,12,18,Monthly
M5728,Macro,12,18,Monthly
M5729,Macro,12,18,Monthly
M5730,Macro,12,18,Monthly
M5731,Macro,12,18,Monthly
M5732,Macro,12,18,Monthly
M5733,Macro,12,18,Monthly
M5734,Macro,12,18,Monthly
M5735,Macro,12,18,Monthly
M5736,Macro,12,18,Monthly
M5737,Macro,12,18,Monthly
M5738,Macro,12,18,Monthly
M5739,Macro,12,18,Monthly
M5740,Macro,12,18,Monthly
M5741,Macro,12,18,Monthly
M5742,Macro,12,18,Monthly
M5743,Macro,12,18,Monthly
M5744,Macro,12,18,Monthly
M5745,Macro,12,18,Monthly
M5746,Macro,12,18,Monthly
M5747,Macro,12,18,Monthly
M5748,Macro,12,18,Monthly
M5749,Macro,12,18,Monthly
M5750,Macro,12,18,Monthly
M5751,Macro,12,18,Monthly
M5752,Macro,12,18,Monthly
M5753,Macro,12,18,Monthly
M5754,Macro,12,18,Monthly
M5755,Macro,12,18,Monthly
M5756,Macro,12,18,Monthly
M5757,Macro,12,18,Monthly
M5758,Macro,12,18,Monthly
M5759,Macro,12,18,Monthly
M5760,Macro,12,18,Monthly
M5761,Macro,12,18,Monthly
M5762,Macro,12,18,Monthly
M5763,Macro,12,18,Monthly
M5764,Macro,12,18,Monthly
M5765,Macro,12,18,Monthly
M5766,Macro,12,18,Monthly
M5767,Macro,12,18,Monthly
M5768,Macro,12,18,Monthly
M5769,Macro,12,18,Monthly
M5770,Macro,12,18,Monthly
M5771,Macro,12,18,Monthly
M5772,Macro,12,18,Monthly
M5773,Macro,12,18,Monthly
M5774,Macro,12,18,Monthly
M5775,Macro,12,18,Monthly
M5776,Macro,12,18,Monthly
M5777,Macro,12,18,Monthly
M5778,Macro,12,18,Monthly
M5779,Macro,12,18,Monthly
M5780,Macro,12,18,Monthly
M5781,Macro,12,18,Monthly
M5782,Macro,12,18,Monthly
M5783,Macro,12,18,Monthly
M5784,Macro,12,18,Monthly
M5785,Macro,12,18,Monthly
M5786,Macro,12,18,Monthly
M5787,Macro,12,18,Monthly
M5788,Macro,12,18,Monthly
M5789,Macro,12,18,Monthly
M5790,Macro,12,18,Monthly
M5791,Macro,12,18,Monthly
M5792,Macro,12,18,Monthly
M5793,Macro,12,18,Monthly
M5794,Macro,12,18,Monthly
M5795,Macro,12,18,Monthly
M5796,Macro,12,18,Monthly
M5797,Macro,12,18,Monthly
M5798,Macro,12,18,Monthly
M5799,Macro,12,18,Monthly
M5800,Macro,12,18,Monthly
M5801,Macro,12,18,Monthly
M5802,Macro,12,18,Monthly
M5803,Macro,12,18,Monthly
M5804,Macro,12,18,Monthly
M5805,Macro,12,18,Monthly
M5806,Macro,12,18,Monthly
M5807,Macro,12,18,Monthly
M5808,Macro,12,18,Monthly
M5809,Macro,12,18,Monthly
M5810,Macro,12,18,Monthly
M5811,Macro,12,18,Monthly
M5812,Macro,12,18,Monthly
M5813,Macro,12,18,Monthly
M5814,Macro,12,18,Monthly
M5815,Macro,12,18,Monthly
M5816,Macro,12,18,Monthly
M5817,Macro,12,18,Monthly
M5818,Macro,12,18,Monthly
M5819,Macro,12,18,Monthly
M5820,Macro,12,18,Monthly
M5821,Macro,12,18,Monthly
M5822,Macro,12,18,Monthly
M5823,Macro,12,18,Monthly
M5824,Macro,12,18,Monthly
M5825,Macro,12,18,Monthly
M5826,Macro,12,18,Monthly
M5827,Macro,12,18,Monthly
M5828,Macro,12,18,Monthly
M5829,Macro,12,18,Monthly
M5830,Macro,12,18,Monthly
M5831,Macro,12,18,Monthly
M5832,Macro,12,18,Monthly
M5833,Macro,12,18,Monthly
M5834,Macro,12,18,Monthly
M5835,Macro,12,18,Monthly
M5836,Macro,12,18,Monthly
M5837,Macro,12,18,Monthly
M5838,Macro,12,18,Monthly
M5839,Macro,12,18,Monthly
M5840,Macro,12,18,Monthly
M5841,Macro,12,18,Monthly
M5842,Macro,12,18,Monthly
M5843,Macro,12,18,Monthly
M5844,Macro,12,18,Monthly
M5845,Macro,12,18,Monthly
M5846,Macro,12,18,Monthly
M5847,Macro,12,18,Monthly
M5848,Macro,12,18,Monthly
M5849,Macro,12,18,Monthly
M5850,Macro,12,18,Monthly
M5851,Macro,12,18,Monthly
M5852,Macro,12,18,Monthly
M5853,Macro,12,18,Monthly
M5854,Macro,12,18,Monthly
M5855,Macro,12,18,Monthly
M5856,Macro,12,18,Monthly
M5857,Macro,12,18,Monthly
M5858,Macro,12,18,Monthly
M5859,Macro,12,18,Monthly
M5860,Macro,12,18,Monthly
M5861,Macro,12,18,Monthly
M5862,Macro,12,18,Monthly
M5863,Macro,12,18,Monthly
M5864,Macro,12,18,Monthly
M5865,Macro,12,18,Monthly
M5866,Macro,12,18,Monthly
M5867,Macro,12,18,Monthly
M5868,Macro,12,18,Monthly
M5869,Macro,12,18,Monthly
M5870,Macro,12,18,Monthly
M5871,Macro,12,18,Monthly
M5872,Macro,12,18,Monthly
M5873,Macro,12,18,Monthly
M5874,Macro,12,18,Monthly
M5875,Macro,12,18,Monthly
M5876,Macro,12,18,Monthly
M5877,Macro,12,18,Monthly
M5878,Macro,12,18,Monthly
M5879,Macro,12,18,Monthly
M5880,Macro,12,18,Monthly
M5881,Macro,12,18,Monthly
M5882,Macro,12,18,Monthly
M5883,Macro,12,18,Monthly
M5884,Macro,12,18,Monthly
M5885,Macro,12,18,Monthly
M5886,Macro,12,18,Monthly
M5887,Macro,12,18,Monthly
M5888,Macro,12,18,Monthly
M5889,Macro,12,18,Monthly
M5890,Macro,12,18,Monthly
M5891,Macro,12,18,Monthly
M5892,Macro,12,18,Monthly
M5893,Macro,12,18,Monthly
M5894,Macro,12,18,Monthly
M5895,Macro,12,18,Monthly
M5896,Macro,12,18,Monthly
M5897,Macro,12,18,Monthly
M5898,Macro,12,18,Monthly
M5899,Macro,12,18,Monthly
M5900,Macro,12,18,Monthly
M5901,Macro,12,18,Monthly
M5902,Macro,12,18,Monthly
M5903,Macro,12,18,Monthly
M5904,Macro,12,18,Monthly
M5905,Macro,12,18,Monthly
M5906,Macro,12,18,Monthly
M5907,Macro,12,18,Monthly
M5908,Macro,12,18,Monthly
M5909,Macro,12,18,Monthly
M5910,Macro,12,18,Monthly
M5911,Macro,12,18,Monthly
M5912,Macro,12,18,Monthly
M5913,Macro,12,18,Monthly
M5914,Macro,12,18,Monthly
M5915,Macro,12,18,Monthly
M5916,Macro,12,18,Monthly
M5917,Macro,12,18,Monthly
M5918,Macro,12,18,Monthly
M5919,Macro,12,18,Monthly
M5920,Macro,12,18,Monthly
M5921,Macro,12,18,Monthly
M5922,Macro,12,18,Monthly
M5923,Macro,12,18,Monthly
M5924,Macro,12,18,Monthly
M5925,Macro,12,18,Monthly
M5926,Macro,12,18,Monthly
M5927,Macro,12,18,Monthly
M5928,Macro,12,18,Monthly
M5929,Macro,12,18,Monthly
M5930,Macro,12,18,Monthly
M5931,Macro,12,18,Monthly
M5932,Macro,12,18,Monthly
M5933,Macro,12,18,Monthly
M5934,Macro,12,18,Monthly
M5935,Macro,12,18,Monthly
M5936,Macro,12,18,Monthly
M5937,Macro,12,18,Monthly
M5938,Macro,12,18,Monthly
M5939,Macro,12,18,Monthly
M5940,Macro,12,18,Monthly
M5941,Macro,12,18,Monthly
M5942,Macro,12,18,Monthly
M5943,Macro,12,18,Monthly
M5944,Macro,12,18,Monthly
M5945,Macro,12,18,Monthly
M5946,Macro,12,18,Monthly
M5947,Macro,12,18,Monthly
M5948,Macro,12,18,Monthly
M5949,Macro,12,18,Monthly
M5950,Macro,12,18,Monthly
M5951,Macro,12,18,Monthly
M5952,Macro,12,18,Monthly
M5953,Macro,12,18,Monthly
M5954,Macro,12,18,Monthly
M5955,Macro,12,18,Monthly
M5956,Macro,12,18,Monthly
M5957,Macro,12,18,Monthly
M5958,Macro,12,18,Monthly
M5959,Macro,12,18,Monthly
M5960,Macro,12,18,Monthly
M5961,Macro,12,18,Monthly
M5962,Macro,12,18,Monthly
M5963,Macro,12,18,Monthly
M5964,Macro,12,18,Monthly
M5965,Macro,12,18,Monthly
M5966,Macro,12,18,Monthly
M5967,Macro,12,18,Monthly
M5968,Macro,12,18,Monthly
M5969,Macro,12,18,Monthly
M5970,Macro,12,18,Monthly
M5971,Macro,12,18,Monthly
M5972,Macro,12,18,Monthly
M5973,Macro,12,18,Monthly
M5974,Macro,12,18,Monthly
M5975,Macro,12,18,Monthly
M5976,Macro,12,18,Monthly
M5977,Macro,12,18,Monthly
M5978,Macro,12,18,Monthly
M5979,Macro,12,18,Monthly
M5980,Macro,12,18,Monthly
M5981,Macro,12,18,Monthly
M5982,Macro,12,18,Monthly
M5983,Macro,12,18,Monthly
M5984,Macro,12,18,Monthly
M5985,Macro,12,18,Monthly
M5986,Macro,12,18,Monthly
M5987,Macro,12,18,Monthly
M5988,Macro,12,18,Monthly
M5989,Macro,12,18,Monthly
M5990,Macro,12,18,Monthly
M5991,Macro,12,18,Monthly
M5992,Macro,12,18,Monthly
M5993,Macro,12,18,Monthly
M5994,Macro,12,18,Monthly
M5995,Macro,12,18,Monthly
M5996,Macro,12,18,Monthly
M5997,Macro,12,18,Monthly
M5998,Macro,12,18,Monthly
M5999,Macro,12,18,Monthly
M6000,Macro,12,18,Monthly
M6001,Macro,12,18,Monthly
M6002,Macro,12,18,Monthly
M6003,Macro,12,18,Monthly
M6004,Macro,12,18,Monthly
M6005,Macro,12,18,Monthly
M6006,Macro,12,18,Monthly
M6007,Macro,12,18,Monthly
M6008,Macro,12,18,Monthly
M6009,Macro,12,18,Monthly
M6010,Macro,12,18,Monthly
M6011,Macro,12,18,Monthly
M6012,Macro,12,18,Monthly
M6013,Macro,12,18,Monthly
M6014,Macro,12,18,Monthly
M6015,Macro,12,18,Monthly
M6016,Macro,12,18,Monthly
M6017,Macro,12,18,Monthly
M6018,Macro,12,18,Monthly
M6019,Macro,12,18,Monthly
M6020,Macro,12,18,Monthly
M6021,Macro,12,18,Monthly
M6022,Macro,12,18,Monthly
M6023,Macro,12,18,Monthly
M6024,Macro,12,18,Monthly
M6025,Macro,12,18,Monthly
M6026,Macro,12,18,Monthly
M6027,Macro,12,18,Monthly
M6028,Macro,12,18,Monthly
M6029,Macro,12,18,Monthly
M6030,Macro,12,18,Monthly
M6031,Macro,12,18,Monthly
M6032,Macro,12,18,Monthly
M6033,Macro,12,18,Monthly
M6034,Macro,12,18,Monthly
M6035,Macro,12,18,Monthly
M6036,Macro,12,18,Monthly
M6037,Macro,12,18,Monthly
M6038,Macro,12,18,Monthly
M6039,Macro,12,18,Monthly
M6040,Macro,12,18,Monthly
M6041,Macro,12,18,Monthly
M6042,Macro,12,18,Monthly
M6043,Macro,12,18,Monthly
M6044,Macro,12,18,Monthly
M6045,Macro,12,18,Monthly
M6046,Macro,12,18,Monthly
M6047,Macro,12,18,Monthly
M6048,Macro,12,18,Monthly
M6049,Macro,12,18,Monthly
M6050,Macro,12,18,Monthly
M6051,Macro,12,18,Monthly
M6052,Macro,12,18,Monthly
M6053,Macro,12,18,Monthly
M6054,Macro,12,18,Monthly
M6055,Macro,12,18,Monthly
M6056,Macro,12,18,Monthly
M6057,Macro,12,18,Monthly
M6058,Macro,12,18,Monthly
M6059,Macro,12,18,Monthly
M6060,Macro,12,18,Monthly
M6061,Macro,12,18,Monthly
M6062,Macro,12,18,Monthly
M6063,Macro,12,18,Monthly
M6064,Macro,12,18,Monthly
M6065,Macro,12,18,Monthly
M6066,Macro,12,18,Monthly
M6067,Macro,12,18,Monthly
M6068,Macro,12,18,Monthly
M6069,Macro,12,18,Monthly
M6070,Macro,12,18,Monthly
M6071,Macro,12,18,Monthly
M6072,Macro,12,18,Monthly
M6073,Macro,12,18,Monthly
M6074,Macro,12,18,Monthly
M6075,Macro,12,18,Monthly
M6076,Macro,12,18,Monthly
M6077,Macro,12,18,Monthly
M6078,Macro,12,18,Monthly
M6079,Macro,12,18,Monthly
M6080,Macro,12,18,Monthly
M6081,Macro,12,18,Monthly
M6082,Macro,12,18,Monthly
M6083,Macro,12,18,Monthly
M6084,Macro,12,18,Monthly
M6085,Macro,12,18,Monthly
M6086,Macro,12,18,Monthly
M6087,Macro,12,18,Monthly
M6088,Macro,12,18,Monthly
M6089,Macro,12,18,Monthly
M6090,Macro,12,18,Monthly
M6091,Macro,12,18,Monthly
M6092,Macro,12,18,Monthly
M6093,Macro,12,18,Monthly
M6094,Macro,12,18,Monthly
M6095,Macro,12,18,Monthly
M6096,Macro,12,18,Monthly
M6097,Macro,12,18,Monthly
M6098,Macro,12,18,Monthly
M6099,Macro,12,18,Monthly
M6100,Macro,12,18,Monthly
M6101,Macro,12,18,Monthly
M6102,Macro,12,18,Monthly
M6103,Macro,12,18,Monthly
M6104,Macro,12,18,Monthly
M6105,Macro,12,18,Monthly
M6106,Macro,12,18,Monthly
M6107,Macro,12,18,Monthly
M6108,Macro,12,18,Monthly
M6109,Macro,12,18,Monthly
M6110,Macro,12,18,Monthly
M6111,Macro,12,18,Monthly
M6112,Macro,12,18,Monthly
M6113,Macro,12,18,Monthly
M6114,Macro,12,18,Monthly
M6115,Macro,12,18,Monthly
M6116,Macro,12,18,Monthly
M6117,Macro,12,18,Monthly
M6118,Macro,12,18,Monthly
M6119,Macro,12,18,Monthly
M6120,Macro,12,18,Monthly
M6121,Macro,12,18,Monthly
M6122,Macro,12,18,Monthly
M6123,Macro,12,18,Monthly
M6124,Macro,12,18,Monthly
M6125,Macro,12,18,Monthly
M6126,Macro,12,18,Monthly
M6127,Macro,12,18,Monthly
M6128,Macro,12,18,Monthly
M6129,Macro,12,18,Monthly
M6130,Macro,12,18,Monthly
M6131,Macro,12,18,Monthly
M6132,Macro,12,18,Monthly
M6133,Macro,12,18,Monthly
M6134,Macro,12,18,Monthly
M6135,Macro,12,18,Monthly
M6136,Macro,12,18,Monthly
M6137,Macro,12,18,Monthly
M6138,Macro,12,18,Monthly
M6139,Macro,12,18,Monthly
M6140,Macro,12,18,Monthly
M6141,Macro,12,18,Monthly
M6142,Macro,12,18,Monthly
M6143,Macro,12,18,Monthly
M6144,Macro,12,18,Monthly
M6145,Macro,12,18,Monthly
M6146,Macro,12,18,Monthly
M6147,Macro,12,18,Monthly
M6148,Macro,12,18,Monthly
M6149,Macro,12,18,Monthly
M6150,Macro,12,18,Monthly
M6151,Macro,12,18,Monthly
M6152,Macro,12,18,Monthly
M6153,Macro,12,18,Monthly
M6154,Macro,12,18,Monthly
M6155,Macro,12,18,Monthly
M6156,Macro,12,18,Monthly
M6157,Macro,12,18,Monthly
M6158,Macro,12,18,Monthly
M6159,Macro,12,18,Monthly
M6160,Macro,12,18,Monthly
M6161,Macro,12,18,Monthly
M6162,Macro,12,18,Monthly
M6163,Macro,12,18,Monthly
M6164,Macro,12,18,Monthly
M6165,Macro,12,18,Monthly
M6166,Macro,12,18,Monthly
M6167,Macro,12,18,Monthly
M6168,Macro,12,18,Monthly
M6169,Macro,12,18,Monthly
M6170,Macro,12,18,Monthly
M6171,Macro,12,18,Monthly
M6172,Macro,12,18,Monthly
M6173,Macro,12,18,Monthly
M6174,Macro,12,18,Monthly
M6175,Macro,12,18,Monthly
M6176,Macro,12,18,Monthly
M6177,Macro,12,18,Monthly
M6178,Macro,12,18,Monthly
M6179,Macro,12,18,Monthly
M6180,Macro,12,18,Monthly
M6181,Macro,12,18,Monthly
M6182,Macro,12,18,Monthly
M6183,Macro,12,18,Monthly
M6184,Macro,12,18,Monthly
M6185,Macro,12,18,Monthly
M6186,Macro,12,18,Monthly
M6187,Macro,12,18,Monthly
M6188,Macro,12,18,Monthly
M6189,Macro,12,18,Monthly
M6190,Macro,12,18,Monthly
M6191,Macro,12,18,Monthly
M6192,Macro,12,18,Monthly
M6193,Macro,12,18,Monthly
M6194,Macro,12,18,Monthly
M6195,Macro,12,18,Monthly
M6196,Macro,12,18,Monthly
M6197,Macro,12,18,Monthly
M6198,Macro,12,18,Monthly
M6199,Macro,12,18,Monthly
M6200,Macro,12,18,Monthly
M6201,Macro,12,18,Monthly
M6202,Macro,12,18,Monthly
M6203,Macro,12,18,Monthly
M6204,Macro,12,18,Monthly
M6205,Macro,12,18,Monthly
M6206,Macro,12,18,Monthly
M6207,Macro,12,18,Monthly
M6208,Macro,12,18,Monthly
M6209,Macro,12,18,Monthly
M6210,Macro,12,18,Monthly
M6211,Macro,12,18,Monthly
M6212,Macro,12,18,Monthly
M6213,Macro,12,18,Monthly
M6214,Macro,12,18,Monthly
M6215,Macro,12,18,Monthly
M6216,Macro,12,18,Monthly
M6217,Macro,12,18,Monthly
M6218,Macro,12,18,Monthly
M6219,Macro,12,18,Monthly
M6220,Macro,12,18,Monthly
M6221,Macro,12,18,Monthly
M6222,Macro,12,18,Monthly
M6223,Macro,12,18,Monthly
M6224,Macro,12,18,Monthly
M6225,Macro,12,18,Monthly
M6226,Macro,12,18,Monthly
M6227,Macro,12,18,Monthly
M6228,Macro,12,18,Monthly
M6229,Macro,12,18,Monthly
M6230,Macro,12,18,Monthly
M6231,Macro,12,18,Monthly
M6232,Macro,12,18,Monthly
M6233,Macro,12,18,Monthly
M6234,Macro,12,18,Monthly
M6235,Macro,12,18,Monthly
M6236,Macro,12,18,Monthly
M6237,Macro,12,18,Monthly
M6238,Macro,12,18,Monthly
M6239,Macro,12,18,Monthly
M6240,Macro,12,18,Monthly
M6241,Macro,12,18,Monthly
M6242,Macro,12,18,Monthly
M6243,Macro,12,18,Monthly
M6244,Macro,12,18,Monthly
M6245,Macro,12,18,Monthly
M6246,Macro,12,18,Monthly
M6247,Macro,12,18,Monthly
M6248,Macro,12,18,Monthly
M6249,Macro,12,18,Monthly
M6250,Macro,12,18,Monthly
M6251,Macro,12,18,Monthly
M6252,Macro,12,18,Monthly
M6253,Macro,12,18,Monthly
M6254,Macro,12,18,Monthly
M6255,Macro,12,18,Monthly
M6256,Macro,12,18,Monthly
M6257,Macro,12,18,Monthly
M6258,Macro,12,18,Monthly
M6259,Macro,12,18,Monthly
M6260,Macro,12,18,Monthly
M6261,Macro,12,18,Monthly
M6262,Macro,12,18,Monthly
M6263,Macro,12,18,Monthly
M6264,Macro,12,18,Monthly
M6265,Macro,12,18,Monthly
M6266,Macro,12,18,Monthly
M6267,Macro,12,18,Monthly
M6268,Macro,12,18,Monthly
M6269,Macro,12,18,Monthly
M6270,Macro,12,18,Monthly
M6271,Macro,12,18,Monthly
M6272,Macro,12,18,Monthly
M6273,Macro,12,18,Monthly
M6274,Macro,12,18,Monthly
M6275,Macro,12,18,Monthly
M6276,Macro,12,18,Monthly
M6277,Macro,12,18,Monthly
M6278,Macro,12,18,Monthly
M6279,Macro,12,18,Monthly
M6280,Macro,12,18,Monthly
M6281,Macro,12,18,Monthly
M6282,Macro,12,18,Monthly
M6283,Macro,12,18,Monthly
M6284,Macro,12,18,Monthly
M6285,Macro,12,18,Monthly
M6286,Macro,12,18,Monthly
M6287,Macro,12,18,Monthly
M6288,Macro,12,18,Monthly
M6289,Macro,12,18,Monthly
M6290,Macro,12,18,Monthly
M6291,Macro,12,18,Monthly
M6292,Macro,12,18,Monthly
M6293,Macro,12,18,Monthly
M6294,Macro,12,18,Monthly
M6295,Macro,12,18,Monthly
M6296,Macro,12,18,Monthly
M6297,Macro,12,18,Monthly
M6298,Macro,12,18,Monthly
M6299,Macro,12,18,Monthly
M6300,Macro,12,18,Monthly
M6301,Macro,12,18,Monthly
M6302,Macro,12,18,Monthly
M6303,Macro,12,18,Monthly
M6304,Macro,12,18,Monthly
